-14.784595789421347,-16.15073203147454
-16.35773768444797,-12.984498130455309
-17.664433278854357,-13.829769449782596
-16.74890642048927,-14.129501293190412
-16.598698745616673,-12.518421477204253
-18.351128046908524,-13.039845002287068
-14.085111028329242,-13.308654418246347
-15.082165301796042,-15.590745026491392
-15.709143658151326,-14.06440170173719
-15.678355544316064,-12.978976844695865
-17.566801442795455,-13.454454758683918
-16.372676416196622,-23.718276741396224
-18.622802373311536,-13.389896601600741
-13.977294467306965,-11.051300498666524
-14.073450519954513,-9.147340898388842
-13.717446785873054,-12.776832433249792
-12.858820558300733,-11.4551237741413
-14.50444996260239,-12.444005823696761
-16.47633344574117,-15.639068994724214
-17.597550824013787,-7.364027787941152
